"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"black0_17over0_17_2014",31,1234,11.8549289802995,15.6381839084268,5.02236243825111,8.54464699294127,6.41798678599708,0,89.869781692838,89.869781692838,1.97030020000115,3.90899458382558,0.445172918121706
"pointCHANGEblackYOUTHprev",32,1234,-0.225441302595914,1.86616092139088,-0.0813176205357065,-0.17578129317433,1.09041128933005,-9.62671761706742,16.6545434127343,26.2812610298017,0.532603924431172,11.8184062376721,0.053124090874299
"black0_17over0_17_2019",33,1234,11.6294876777035,15.4634549341754,5.14520904423172,8.32157439635406,6.5126620166468,0,91.9534412955466,91.9534412955466,2.06108758220393,4.45240475734581,0.440198900179251
"asian0_17over0_17_2014",34,1234,1.91471693947867,2.99355622795162,0.973010851968854,1.32075621704806,1.14789887919287,0,32.0969888836925,32.0969888836925,4.49475699121537,29.3447782449128,0.085217706183933
"pointCHANGEasianYOUTHprev",35,1234,0.10414759351727,0.747605787642648,0.0481660257528639,0.0898106344066479,0.465432002947101,-7.71549763672744,6.95314197290496,14.6686396096324,-0.587981427072137,20.1318553851236,0.0212821291806277
"asian0_17over0_17_2019",36,1234,2.01886453299594,3.16645850097056,0.973715088558069,1.37707563047745,1.15276713318411,0,32.6678058368466,32.6678058368466,4.23595903626792,25.2936776654253,0.0901397233363367
"pop65plusOVERpop_2014",37,1234,14.8659406806317,3.53624436997031,14.7590222132988,14.689880000401,3.0344221496194,3.2753672125612,48.712731901107,45.4373646885458,1.39115155021728,8.6790537877784,0.100666435091791
"pointCHANGEretireePREV",38,1234,2.13513610048342,0.92729541974971,2.04219342534989,2.06922862038214,0.652947174661152,-1.57052796263144,12.8521126760563,14.4226406386878,2.30217440110583,18.8387563698277,0.0263973624039825
"pop65plusOVERpop_2019",39,1234,17.0010767811151,3.94005506991213,16.8581982565453,16.7873786896805,3.2528025780371,3.20075757575758,56.7144365183455,53.513678942588,1.54872524610418,10.1757971458402,0.112161733312769
"OCCroomsMOREthanONEocc_14",40,1234,2.36165570667536,1.74782352812723,1.85957589460991,2.04556087592599,0.99690489007519,0,13.4734239802225,13.4734239802225,2.53271936689549,8.56153057499671,0.0497553747247398
"pointCHNGoccRMmoreTHANone",41,1234,-0.000125851733633458,0.880755106165045,0.031165799310065,0.0259134255673268,0.566034143628572,-7.19865515591602,4.36342781340286,11.5620829693189,-1.14914010947724,9.25267742894256,0.0250724971043987
"OCCroomsMOREthanONEocc_19",42,1234,2.36152985494172,1.67549578348677,1.92119195311828,2.06736340751767,0.976247261392369,0,12.6266370150729,12.6266370150729,2.43287485004261,7.96243710842994,0.0476964174103037
"density_2014",43,1234,0.000223708615414301,0.00107671548654129,5.00049050236756e-05,8.21354374986508e-05,5.13820002953945e-05,1.39777933388857e-07,0.0275808566259273,0.0275807168479939,17.2959770145381,378.606583770498,3.06509104853363e-05
"densityPointChange",44,1234,6.55572050904809e-06,2.75458428573245e-05,4.79193774986717e-07,2.00222239459233e-06,1.85419161378735e-06,-6.57679846224691e-05,0.00037783755684072,0.000443605541463189,8.78152352930754,94.5196848317308,7.84148806455025e-07
"density_2019",45,1234,0.000230264335923349,0.00109271637736401,5.15306665844572e-05,8.49818966907491e-05,5.37529268356588e-05,1.503671707668e-07,0.0278125436064039,0.0278123932392332,17.0428434635415,369.429890174361,3.11064085982765e-05
